activo,franja,estrat,tp,ttl,P1_n,P1_pnl,P1_win,P1_PF,P1_DD,P2_n,P2_pnl,P2_win,P2_PF,P2_DD,P3_n,P3_pnl,P3_win,P3_PF,P3_DD
XAUUSDm,20-22,EMACROSS,2.0,24,55,-6.0,29.1,0.84,-11.0,32,1.0,34.4,1.05,-7.0,29,1.0,34.5,1.05,-5.0
XAUUSDm,20-22,EMACROSS,2.0,48,55,-4.0,30.9,0.89,-11.0,32,1.0,34.4,1.05,-7.0,29,1.0,34.5,1.05,-5.0
XAUUSDm,20-22,EMACROSS,2.5,24,55,-4.0,25.5,0.9,-13.5,32,3.0,31.2,1.14,-7.0,29,-1.0,27.6,0.95,-5.0
XAUUSDm,20-22,EMACROSS,2.5,48,55,-2.5,27.3,0.94,-13.5,32,3.0,31.2,1.14,-7.0,29,-1.0,27.6,0.95,-5.0
XAUUSDm,20-22,EMACROSS,3.0,24,55,-5.0,21.8,0.88,-16.0,32,8.0,31.2,1.36,-6.0,29,-1.0,24.1,0.95,-6.0
XAUUSDm,20-22,EMACROSS,3.0,48,55,-7.0,21.8,0.84,-18.0,32,8.0,31.2,1.36,-6.0,29,-1.0,24.1,0.95,-6.0
XAUUSDm,20-22,RETEST24,2.0,24,202,-9.0,31.2,0.93,-17.0,123,10.0,35.8,1.13,-16.0,99,-9.0,29.3,0.87,-18.0
XAUUSDm,20-22,RETEST24,2.0,48,202,-4.0,32.7,0.97,-16.0,123,9.0,35.8,1.11,-16.0,99,-6.0,31.3,0.91,-17.0
XAUUSDm,20-22,RETEST24,2.5,24,200,-8.0,26.0,0.94,-22.5,121,1.0,28.1,1.01,-20.0,98,-0.5,27.6,0.99,-13.5
XAUUSDm,20-22,RETEST24,2.5,48,200,7.5,29.5,1.05,-19.0,121,1.5,28.9,1.02,-20.0,98,3.5,29.6,1.05,-13.5
XAUUSDm,20-22,RETEST24,3.0,24,197,-13.0,21.3,0.91,-23.0,119,9.0,26.1,1.11,-18.0,97,3.0,24.7,1.04,-16.0
XAUUSDm,20-22,RETEST24,3.0,48,197,5.0,25.4,1.03,-19.0,119,13.0,27.7,1.15,-18.0,97,11.0,27.8,1.16,-14.0
XAUUSDm,20-22,RETEST48,2.0,24,131,15.0,36.6,1.19,-8.0,64,-6.0,29.7,0.86,-16.0,67,-9.0,28.4,0.81,-12.0
XAUUSDm,20-22,RETEST48,2.0,48,131,19.0,38.2,1.23,-7.0,64,-7.0,29.7,0.84,-17.0,67,-10.0,28.4,0.79,-13.0
XAUUSDm,20-22,RETEST48,2.5,24,130,18.5,31.5,1.22,-9.5,62,-7.5,24.2,0.83,-17.0,67,-3.0,26.9,0.94,-11.0
XAUUSDm,20-22,RETEST48,2.5,48,130,25.0,33.8,1.29,-9.5,62,-9.5,24.2,0.8,-18.0,67,-4.0,26.9,0.92,-11.0
XAUUSDm,20-22,RETEST48,3.0,24,130,16.0,26.2,1.19,-11.0,62,-3.0,22.6,0.93,-15.0,67,-1.0,23.9,0.98,-10.0
XAUUSDm,20-22,RETEST48,3.0,48,130,23.0,29.2,1.25,-9.0,62,-2.0,24.2,0.96,-16.0,67,1.0,25.4,1.02,-11.0
XAUUSDm,20-22,VWAP,2.0,24,34,2.0,35.3,1.09,-10.0,27,-17.0,11.1,0.26,-18.0,18,-9.0,16.7,0.4,-13.0
XAUUSDm,20-22,VWAP,2.0,48,34,2.0,35.3,1.09,-10.0,27,-18.0,11.1,0.25,-19.0,18,-9.0,16.7,0.4,-13.0
XAUUSDm,20-22,VWAP,2.5,24,34,5.5,32.4,1.25,-10.0,27,-15.5,11.1,0.33,-17.0,17,-13.5,5.9,0.16,-13.0
XAUUSDm,20-22,VWAP,2.5,48,34,5.5,32.4,1.25,-10.0,27,-16.5,11.1,0.31,-18.0,17,-13.5,5.9,0.16,-13.0
XAUUSDm,20-22,VWAP,3.0,24,34,1.0,23.5,1.04,-13.0,27,-14.0,11.1,0.39,-16.0,17,-13.0,5.9,0.19,-13.0
XAUUSDm,20-22,VWAP,3.0,48,34,7.0,29.4,1.3,-13.0,27,-15.0,11.1,0.38,-17.0,17,-13.0,5.9,0.19,-13.0
XAUUSDm,20-22,RSI2,2.0,24,198,0.0,32.8,1.0,-28.0,111,12.0,36.9,1.17,-13.0,88,-10.0,29.5,0.84,-18.0
XAUUSDm,20-22,RSI2,2.0,48,198,3.0,33.8,1.02,-28.0,111,12.0,36.9,1.17,-13.0,88,-10.0,29.5,0.84,-18.0
XAUUSDm,20-22,RSI2,2.5,24,193,-0.5,27.5,1.0,-24.5,110,18.0,32.7,1.25,-13.5,86,-11.5,24.4,0.82,-20.5
XAUUSDm,20-22,RSI2,2.5,48,193,10.0,30.1,1.07,-24.5,110,19.5,33.6,1.27,-12.5,86,-12.5,24.4,0.81,-21.5
XAUUSDm,20-22,RSI2,3.0,24,192,-9.0,22.4,0.93,-30.0,108,4.0,25.0,1.05,-19.0,84,-26.0,16.7,0.62,-38.0
XAUUSDm,20-22,RSI2,3.0,48,192,4.0,25.5,1.03,-30.0,108,12.0,27.8,1.15,-14.0,84,-28.0,16.7,0.6,-40.0
XAUUSDm,22-24,BREAK24,2.0,24,278,-7.0,32.4,0.96,-37.0,191,10.0,35.1,1.08,-18.0,212,-2.0,33.0,0.99,-29.0
XAUUSDm,22-24,BREAK24,2.0,48,278,-7.0,32.4,0.96,-37.0,191,10.0,35.1,1.08,-18.0,212,-2.0,33.0,0.99,-29.0
XAUUSDm,22-24,BREAK24,2.5,24,267,3.5,28.8,1.02,-29.5,184,5.0,29.3,1.04,-18.5,207,-4.0,28.0,0.97,-35.5
XAUUSDm,22-24,BREAK24,2.5,48,267,3.5,28.8,1.02,-29.5,184,5.0,29.3,1.04,-18.5,207,-4.0,28.0,0.97,-35.5
XAUUSDm,22-24,BREAK24,3.0,24,257,9.0,25.7,1.05,-36.0,178,18.0,27.5,1.14,-23.0,201,12.0,26.4,1.08,-34.0
XAUUSDm,22-24,BREAK24,3.0,48,257,12.0,26.1,1.06,-36.0,178,18.0,27.5,1.14,-23.0,201,11.0,26.4,1.07,-34.0
XAUUSDm,22-24,BREAK48,2.0,24,183,1.0,33.3,1.01,-21.0,138,15.0,37.0,1.17,-8.0,153,24.0,38.6,1.26,-16.0
XAUUSDm,22-24,BREAK48,2.0,48,183,1.0,33.3,1.01,-21.0,138,15.0,37.0,1.17,-8.0,153,24.0,38.6,1.26,-16.0
XAUUSDm,22-24,BREAK48,2.5,24,176,10.5,30.1,1.09,-14.0,132,11.5,31.1,1.13,-12.0,148,27.0,33.8,1.28,-21.0
XAUUSDm,22-24,BREAK48,2.5,48,176,10.5,30.1,1.09,-14.0,132,11.5,31.1,1.13,-12.0,148,27.0,33.8,1.28,-21.0
XAUUSDm,22-24,BREAK48,3.0,24,170,16.0,27.1,1.13,-17.0,129,19.0,28.7,1.21,-17.0,144,41.0,31.9,1.42,-22.0
XAUUSDm,22-24,BREAK48,3.0,48,170,19.0,27.6,1.16,-17.0,129,19.0,28.7,1.21,-17.0,144,40.0,31.9,1.41,-22.0
XAUUSDm,22-24,MOMEMA,2.0,24,604,-69.0,29.5,0.84,-85.0,397,5.0,33.8,1.02,-44.0,392,-21.0,31.4,0.92,-52.0
XAUUSDm,22-24,MOMEMA,2.0,48,604,-69.0,29.5,0.84,-85.0,397,5.0,33.8,1.02,-44.0,392,-20.0,31.6,0.93,-52.0
XAUUSDm,22-24,MOMEMA,2.5,24,577,-83.0,24.3,0.81,-96.5,379,-7.0,28.0,0.97,-51.5,376,-13.5,27.4,0.95,-59.0
XAUUSDm,22-24,MOMEMA,2.5,48,577,-79.0,24.6,0.82,-95.0,379,-8.0,28.0,0.97,-52.5,376,-12.0,27.7,0.96,-59.0
XAUUSDm,22-24,MOMEMA,3.0,24,559,-66.0,21.6,0.85,-89.0,371,8.0,25.3,1.03,-48.0,361,-1.0,24.7,1.0,-57.0
XAUUSDm,22-24,MOMEMA,3.0,48,559,-53.0,22.5,0.88,-79.0,371,13.0,25.9,1.05,-45.0,361,-1.0,24.9,1.0,-57.0
XAUUSDm,22-24,EMACROSS,2.0,24,81,6.0,35.8,1.12,-9.0,39,-6.0,28.2,0.79,-17.0,45,12.0,42.2,1.46,-5.0
XAUUSDm,22-24,EMACROSS,2.0,48,81,6.0,35.8,1.12,-9.0,39,-6.0,28.2,0.79,-17.0,45,12.0,42.2,1.46,-5.0
XAUUSDm,22-24,EMACROSS,2.5,24,81,-0.5,28.4,0.99,-12.5,39,-7.5,23.1,0.75,-20.5,45,11.0,35.6,1.38,-6.5
XAUUSDm,22-24,EMACROSS,2.5,48,81,-0.5,28.4,0.99,-12.5,39,-7.5,23.1,0.75,-20.5,45,11.0,35.6,1.38,-6.5
XAUUSDm,22-24,EMACROSS,3.0,24,81,-12.0,21.0,0.81,-20.0,39,-3.0,23.1,0.9,-20.0,45,4.0,26.7,1.12,-11.0
XAUUSDm,22-24,EMACROSS,3.0,48,81,-13.0,21.0,0.8,-20.0,39,-3.0,23.1,0.9,-20.0,45,3.0,26.7,1.09,-11.0
XAUUSDm,22-24,RETEST24,2.0,24,296,49.0,38.9,1.27,-13.0,214,-10.0,31.8,0.93,-21.0,210,-18.0,30.5,0.88,-32.0
XAUUSDm,22-24,RETEST24,2.0,48,296,49.0,38.9,1.27,-13.0,214,-10.0,31.8,0.93,-21.0,210,-18.0,30.5,0.88,-32.0
XAUUSDm,22-24,RETEST24,2.5,24,292,49.5,33.2,1.26,-12.5,209,-23.5,25.4,0.85,-31.0,209,-16.5,26.3,0.89,-34.5
XAUUSDm,22-24,RETEST24,2.5,48,292,54.5,33.9,1.28,-12.5,209,-23.5,25.4,0.85,-31.0,209,-16.5,26.3,0.89,-34.5
XAUUSDm,22-24,RETEST24,3.0,24,289,62.0,30.1,1.31,-16.0,205,-16.0,22.9,0.9,-31.0,206,-1.0,24.8,0.99,-24.0
XAUUSDm,22-24,RETEST24,3.0,48,289,71.0,31.1,1.36,-16.0,205,-13.0,23.4,0.92,-28.0,206,-2.0,24.8,0.99,-25.0
XAUUSDm,22-24,RETEST48,2.0,24,202,41.0,40.1,1.34,-9.0,153,3.0,34.0,1.03,-8.0,140,-17.0,29.3,0.83,-29.0
XAUUSDm,22-24,RETEST48,2.0,48,202,41.0,40.1,1.34,-9.0,153,3.0,34.0,1.03,-8.0,140,-17.0,29.3,0.83,-29.0
XAUUSDm,22-24,RETEST48,2.5,24,200,37.5,33.5,1.29,-11.0,149,-9.0,26.8,0.92,-20.0,140,-17.5,25.0,0.83,-31.5
XAUUSDm,22-24,RETEST48,2.5,48,200,45.0,35.0,1.35,-8.5,149,-9.0,26.8,0.92,-20.0,140,-17.5,25.0,0.83,-31.5
XAUUSDm,22-24,RETEST48,3.0,24,198,44.0,29.8,1.33,-14.0,148,-6.0,23.6,0.95,-20.0,140,-16.0,22.1,0.85,-30.0
XAUUSDm,22-24,RETEST48,3.0,48,198,54.0,31.8,1.4,-9.0,148,0.0,25.0,1.0,-20.0,140,-16.0,22.1,0.85,-30.0
XAUUSDm,22-24,VWAP,2.0,24,139,5.0,34.5,1.05,-16.0,95,4.0,34.7,1.06,-13.0,106,8.0,35.8,1.12,-17.0
XAUUSDm,22-24,VWAP,2.0,48,139,5.0,34.5,1.05,-16.0,95,4.0,34.7,1.06,-13.0,106,8.0,35.8,1.12,-17.0
XAUUSDm,22-24,VWAP,2.5,24,135,12.0,31.1,1.13,-22.5,92,-24.5,20.7,0.66,-30.5,103,5.5,30.1,1.08,-21.0
XAUUSDm,22-24,VWAP,2.5,48,135,12.0,31.1,1.13,-22.5,92,-25.5,20.7,0.65,-31.5,103,5.5,30.1,1.08,-21.0
XAUUSDm,22-24,VWAP,3.0,24,134,-6.0,23.1,0.94,-29.0,88,-18.0,19.3,0.74,-29.0,99,-10.0,22.2,0.87,-35.0
XAUUSDm,22-24,VWAP,3.0,48,134,6.0,26.1,1.06,-23.0,88,-16.0,20.5,0.77,-27.0,99,-11.0,22.2,0.86,-35.0
XAUUSDm,22-24,RSI2,2.0,24,294,6.0,34.0,1.03,-21.0,197,-5.0,32.5,0.96,-22.0,207,-6.0,32.4,0.96,-22.0
XAUUSDm,22-24,RSI2,2.0,48,294,6.0,34.0,1.03,-21.0,197,-5.0,32.5,0.96,-22.0,207,-6.0,32.4,0.96,-22.0
XAUUSDm,22-24,RSI2,2.5,24,289,-7.0,27.7,0.97,-27.0,196,10.5,30.1,1.08,-15.5,204,9.5,29.9,1.07,-16.5
XAUUSDm,22-24,RSI2,2.5,48,289,-2.0,28.4,0.99,-27.0,196,10.5,30.1,1.08,-15.5,204,9.5,29.9,1.07,-16.5
XAUUSDm,22-24,RSI2,3.0,24,285,-21.0,22.8,0.9,-35.0,191,-3.0,24.6,0.98,-17.0,202,11.0,26.2,1.07,-24.0
XAUUSDm,22-24,RSI2,3.0,48,285,-17.0,23.5,0.92,-35.0,191,-3.0,24.6,0.98,-17.0,202,14.0,26.7,1.09,-24.0
BTCUSDm,00-02,BREAK24,2.0,24,548,-29.0,31.4,0.92,-43.0,352,-26.0,30.7,0.89,-55.0,288,-45.0,28.1,0.78,-54.0
BTCUSDm,00-02,BREAK24,2.0,48,548,-29.0,31.6,0.92,-44.0,352,-24.0,31.0,0.9,-53.0,288,-45.0,28.1,0.78,-54.0
BTCUSDm,00-02,BREAK24,2.5,24,537,-87.0,23.5,0.78,-89.5,340,5.0,28.8,1.02,-39.5,280,-44.5,23.9,0.79,-48.0
BTCUSDm,00-02,BREAK24,2.5,48,537,-87.0,23.8,0.79,-91.0,340,7.5,29.1,1.03,-37.0,280,-42.0,24.3,0.8,-45.5
BTCUSDm,00-02,BREAK24,3.0,24,524,-97.0,19.7,0.76,-101.0,331,-13.0,23.6,0.95,-49.0,275,-56.0,19.6,0.74,-58.0
BTCUSDm,00-02,BREAK24,3.0,48,524,-98.0,20.2,0.76,-105.0,331,-2.0,24.8,0.99,-43.0,275,-54.0,20.0,0.75,-56.0
BTCUSDm,00-02,BREAK48,2.0,24,352,-27.0,30.7,0.89,-40.0,217,1.0,33.2,1.01,-25.0,174,-33.0,27.0,0.74,-39.0
BTCUSDm,00-02,BREAK48,2.0,48,352,-28.0,30.7,0.89,-40.0,217,3.0,33.6,1.02,-23.0,174,-33.0,27.0,0.74,-39.0
BTCUSDm,00-02,BREAK48,2.5,24,346,-53.5,24.0,0.8,-63.5,213,16.5,30.5,1.11,-19.5,170,-26.5,24.1,0.79,-26.0
BTCUSDm,00-02,BREAK48,2.5,48,346,-55.5,24.0,0.79,-65.5,213,19.0,31.0,1.13,-19.5,170,-26.5,24.1,0.79,-26.0
BTCUSDm,00-02,BREAK48,3.0,24,340,-63.0,20.0,0.76,-73.0,206,13.0,26.2,1.09,-26.0,168,-35.0,19.6,0.74,-38.0
BTCUSDm,00-02,BREAK48,3.0,48,340,-68.0,20.0,0.75,-78.0,206,16.0,26.7,1.11,-26.0,168,-32.0,20.2,0.76,-35.0
BTCUSDm,00-02,MOMEMA,2.0,24,1241,2.0,33.3,1.0,-81.0,727,32.0,34.7,1.07,-28.0,618,-28.0,31.7,0.93,-65.0
BTCUSDm,00-02,MOMEMA,2.0,48,1241,10.0,33.6,1.01,-75.0,727,34.0,34.8,1.07,-28.0,618,-24.0,32.0,0.94,-63.0
BTCUSDm,00-02,MOMEMA,2.5,24,1171,-6.0,28.0,0.99,-76.5,688,48.0,30.2,1.1,-27.5,577,-13.0,27.7,0.97,-58.0
BTCUSDm,00-02,MOMEMA,2.5,48,1171,14.0,28.9,1.02,-65.0,688,60.5,31.0,1.13,-25.0,577,-6.5,28.2,0.98,-58.0
BTCUSDm,00-02,MOMEMA,3.0,24,1115,-48.0,23.1,0.94,-107.0,663,34.0,25.8,1.07,-29.0,553,-59.0,21.7,0.86,-68.0
BTCUSDm,00-02,MOMEMA,3.0,48,1115,-26.0,24.1,0.97,-102.0,663,54.0,26.8,1.11,-30.0,553,-43.0,23.0,0.9,-68.0
BTCUSDm,00-02,EMACROSS,2.0,24,179,-7.0,31.8,0.94,-33.0,100,-9.0,30.0,0.87,-20.0,95,-2.0,32.6,0.97,-13.0
BTCUSDm,00-02,EMACROSS,2.0,48,179,-5.0,32.4,0.96,-33.0,100,-7.0,31.0,0.9,-19.0,95,-2.0,32.6,0.97,-13.0
BTCUSDm,00-02,EMACROSS,2.5,24,179,-1.0,27.9,0.99,-38.0,100,-8.0,26.0,0.89,-18.5,95,-7.5,26.3,0.89,-13.5
BTCUSDm,00-02,EMACROSS,2.5,48,179,3.0,29.1,1.02,-36.5,100,-8.0,26.0,0.89,-18.5,95,-7.5,26.3,0.89,-13.5
BTCUSDm,00-02,EMACROSS,3.0,24,179,1.0,24.0,1.01,-36.0,100,1.0,25.0,1.01,-17.0,95,-3.0,24.2,0.96,-19.0
BTCUSDm,00-02,EMACROSS,3.0,48,179,8.0,25.7,1.06,-31.0,100,1.0,25.0,1.01,-17.0,95,-3.0,24.2,0.96,-19.0
BTCUSDm,00-02,RETEST24,2.0,24,608,-13.0,32.6,0.97,-55.0,359,16.0,34.8,1.07,-26.0,322,-25.0,30.7,0.89,-53.0
BTCUSDm,00-02,RETEST24,2.0,48,608,-11.0,32.7,0.97,-53.0,359,16.0,34.8,1.07,-26.0,322,-25.0,30.7,0.89,-53.0
BTCUSDm,00-02,RETEST24,2.5,24,598,-15.5,27.6,0.96,-55.0,354,14.0,29.4,1.06,-23.0,319,-25.5,26.0,0.89,-61.5
BTCUSDm,00-02,RETEST24,2.5,48,598,-8.0,28.1,0.98,-52.5,354,16.5,29.7,1.07,-23.0,319,-24.0,26.3,0.9,-60.0
BTCUSDm,00-02,RETEST24,3.0,24,593,3.0,24.6,1.01,-52.0,349,11.0,25.2,1.04,-27.0,319,-33.0,21.9,0.86,-65.0
BTCUSDm,00-02,RETEST24,3.0,48,593,19.0,25.6,1.04,-50.0,349,14.0,25.8,1.05,-23.0,319,-26.0,22.9,0.89,-57.0
BTCUSDm,00-02,RETEST48,2.0,24,370,35.0,36.5,1.15,-25.0,214,11.0,35.0,1.08,-19.0,187,17.0,36.4,1.14,-16.0
BTCUSDm,00-02,RETEST48,2.0,48,370,35.0,36.5,1.15,-25.0,214,11.0,35.0,1.08,-19.0,187,17.0,36.4,1.14,-16.0
BTCUSDm,00-02,RETEST48,2.5,24,368,14.5,29.6,1.06,-38.0,213,15.0,30.0,1.1,-18.5,186,28.5,32.8,1.23,-12.0
BTCUSDm,00-02,RETEST48,2.5,48,368,17.0,29.9,1.07,-35.5,213,17.5,30.5,1.12,-18.5,186,28.5,32.8,1.23,-12.0
BTCUSDm,00-02,RETEST48,3.0,24,366,22.0,26.0,1.08,-38.0,212,0.0,24.1,1.0,-23.0,186,32.0,29.0,1.25,-24.0
BTCUSDm,00-02,RETEST48,3.0,48,366,31.0,27.0,1.12,-33.0,212,3.0,25.0,1.02,-23.0,186,35.0,29.6,1.27,-21.0
BTCUSDm,00-02,VWAP,2.0,24,887,52.0,35.2,1.09,-42.0,563,30.0,35.0,1.08,-36.0,465,29.0,35.3,1.1,-36.0
BTCUSDm,00-02,VWAP,2.0,48,887,55.0,35.4,1.1,-39.0,563,32.0,35.2,1.09,-36.0,465,33.0,35.7,1.11,-36.0
BTCUSDm,00-02,VWAP,2.5,24,843,67.5,30.5,1.12,-32.5,539,63.5,31.7,1.17,-31.0,441,26.0,29.9,1.09,-37.5
BTCUSDm,00-02,VWAP,2.5,48,843,86.5,31.4,1.15,-29.0,539,67.5,32.1,1.18,-28.5,441,33.5,30.6,1.11,-34.0
BTCUSDm,00-02,VWAP,3.0,24,812,43.0,25.7,1.07,-43.0,508,26.0,25.8,1.07,-45.0,421,-1.0,24.2,1.0,-60.0
BTCUSDm,00-02,VWAP,3.0,48,812,70.0,27.0,1.12,-33.0,508,46.0,27.2,1.12,-31.0,421,2.0,24.9,1.01,-62.0
BTCUSDm,00-02,RSI2,2.0,24,571,0.0,33.1,1.0,-24.0,365,37.0,36.7,1.16,-17.0,284,-1.0,33.1,0.99,-24.0
BTCUSDm,00-02,RSI2,2.0,48,571,2.0,33.5,1.01,-22.0,365,37.0,36.7,1.16,-17.0,284,1.0,33.5,1.01,-24.0
BTCUSDm,00-02,RSI2,2.5,24,563,0.0,28.1,1.0,-33.0,356,22.5,30.1,1.09,-19.0,275,-9.5,27.3,0.95,-26.5
BTCUSDm,00-02,RSI2,2.5,48,563,6.0,28.8,1.02,-26.5,356,22.0,30.3,1.09,-21.0,275,-5.5,28.0,0.97,-24.5
BTCUSDm,00-02,RSI2,3.0,24,558,7.0,24.6,1.02,-25.0,350,35.0,27.1,1.14,-26.0,274,4.0,24.8,1.02,-21.0
BTCUSDm,00-02,RSI2,3.0,48,558,25.0,26.0,1.06,-26.0,350,32.0,27.1,1.13,-28.0,274,6.0,25.5,1.03,-20.0
BTCUSDm,02-04,BREAK24,2.0,24,399,-1.0,32.8,1.0,-24.0,301,2.0,33.2,1.01,-22.0,210,2.0,33.3,1.01,-20.0
BTCUSDm,02-04,BREAK24,2.0,48,399,1.0,33.3,1.0,-23.0,301,8.0,34.2,1.04,-18.0,210,6.0,34.3,1.04,-20.0
BTCUSDm,02-04,BREAK24,2.5,24,390,-37.0,25.1,0.87,-41.5,287,33.0,31.4,1.17,-24.5,207,3.5,28.5,1.02,-22.5
BTCUSDm,02-04,BREAK24,2.5,48,390,-39.0,25.6,0.87,-44.0,287,39.5,32.4,1.2,-19.5,207,11.0,30.0,1.08,-21.0
BTCUSDm,02-04,BREAK24,3.0,24,378,-36.0,21.7,0.87,-38.0,278,32.0,27.0,1.17,-28.0,199,-7.0,23.1,0.95,-25.0
BTCUSDm,02-04,BREAK24,3.0,48,378,-31.0,22.8,0.89,-37.0,278,42.0,28.4,1.22,-22.0,199,10.0,26.1,1.07,-21.0
BTCUSDm,02-04,BREAK48,2.0,24,273,7.0,34.1,1.04,-19.0,215,-1.0,33.0,0.99,-21.0,143,-6.0,31.5,0.94,-22.0
BTCUSDm,02-04,BREAK48,2.0,48,273,7.0,34.1,1.04,-19.0,215,-2.0,33.0,0.99,-21.0,143,-2.0,32.9,0.98,-18.0
BTCUSDm,02-04,BREAK48,2.5,24,264,-36.0,24.2,0.82,-45.0,207,13.5,30.4,1.09,-22.0,142,1.0,28.2,1.01,-16.5
BTCUSDm,02-04,BREAK48,2.5,48,264,-39.0,24.2,0.8,-48.0,207,13.5,30.4,1.09,-22.0,142,6.0,29.6,1.06,-12.5
BTCUSDm,02-04,BREAK48,3.0,24,262,-40.0,20.6,0.8,-49.0,202,2.0,24.8,1.01,-29.0,136,-11.0,22.1,0.89,-22.0
BTCUSDm,02-04,BREAK48,3.0,48,262,-37.0,21.4,0.82,-48.0,202,8.0,25.7,1.05,-29.0,136,1.0,25.0,1.01,-15.0
BTCUSDm,02-04,MOMEMA,2.0,24,983,48.0,34.5,1.08,-38.0,645,27.0,34.6,1.06,-26.0,523,-7.0,32.5,0.98,-31.0
BTCUSDm,02-04,MOMEMA,2.0,48,983,48.0,34.9,1.08,-38.0,645,30.0,34.9,1.07,-24.0,523,-1.0,33.3,1.0,-28.0
BTCUSDm,02-04,MOMEMA,2.5,24,919,53.5,29.3,1.09,-35.0,610,42.5,30.3,1.1,-21.0,498,26.5,29.5,1.08,-29.5
BTCUSDm,02-04,MOMEMA,2.5,48,919,59.0,30.3,1.09,-34.5,610,51.5,31.0,1.12,-21.0,498,35.0,30.5,1.1,-29.5
BTCUSDm,02-04,MOMEMA,3.0,24,878,30.0,24.4,1.05,-45.0,584,70.0,27.4,1.17,-23.0,474,3.0,24.1,1.01,-34.0
BTCUSDm,02-04,MOMEMA,3.0,48,878,60.0,26.4,1.09,-43.0,584,91.0,28.8,1.22,-20.0,474,29.0,26.4,1.08,-34.0
BTCUSDm,02-04,EMACROSS,2.0,24,149,-10.0,30.2,0.9,-19.0,87,4.0,34.5,1.07,-19.0,87,-3.0,32.2,0.95,-9.0
BTCUSDm,02-04,EMACROSS,2.0,48,149,-6.0,31.5,0.94,-16.0,87,6.0,35.6,1.11,-17.0,87,-3.0,32.2,0.95,-9.0
BTCUSDm,02-04,EMACROSS,2.5,24,149,-4.0,26.8,0.96,-21.0,87,-1.0,27.6,0.98,-13.5,87,0.5,28.7,1.01,-13.0
BTCUSDm,02-04,EMACROSS,2.5,48,149,-3.5,27.5,0.97,-22.0,87,1.5,28.7,1.02,-13.5,87,0.5,28.7,1.01,-13.0
BTCUSDm,02-04,EMACROSS,3.0,24,149,-5.0,22.8,0.95,-20.0,87,-10.0,20.7,0.84,-25.0,87,-15.0,19.5,0.77,-21.0
BTCUSDm,02-04,EMACROSS,3.0,48,149,-7.0,23.5,0.94,-24.0,87,-5.0,23.0,0.92,-23.0,87,-15.0,20.7,0.78,-21.0
BTCUSDm,02-04,RETEST24,2.0,24,465,-36.0,29.9,0.89,-56.0,326,-55.0,27.6,0.77,-61.0,244,17.0,35.2,1.11,-16.0
BTCUSDm,02-04,RETEST24,2.0,48,465,-30.0,31.2,0.91,-53.0,326,-56.0,27.6,0.76,-62.0,244,17.0,35.7,1.11,-16.0
BTCUSDm,02-04,RETEST24,2.5,24,458,-48.0,24.0,0.85,-69.5,320,-62.0,22.5,0.74,-69.5,243,19.0,29.6,1.12,-17.5
BTCUSDm,02-04,RETEST24,2.5,48,458,-37.0,26.2,0.89,-60.0,320,-57.5,23.4,0.77,-66.0,243,27.5,31.7,1.17,-17.5
BTCUSDm,02-04,RETEST24,3.0,24,453,-87.0,17.9,0.74,-89.0,313,-71.0,18.5,0.71,-75.0,241,15.0,24.9,1.09,-16.0
BTCUSDm,02-04,RETEST24,3.0,48,453,-65.0,21.2,0.82,-81.0,313,-60.0,20.1,0.76,-68.0,241,28.0,27.8,1.16,-16.0
BTCUSDm,02-04,RETEST48,2.0,24,323,-30.0,29.4,0.86,-35.0,247,-48.0,26.7,0.73,-58.0,166,11.0,34.9,1.1,-10.0
BTCUSDm,02-04,RETEST48,2.0,48,323,-26.0,30.7,0.88,-32.0,247,-49.0,26.7,0.73,-58.0,166,11.0,35.5,1.1,-10.0
BTCUSDm,02-04,RETEST48,2.5,24,320,-37.5,23.4,0.83,-41.5,244,-52.0,22.1,0.72,-64.5,165,12.0,29.1,1.11,-12.0
BTCUSDm,02-04,RETEST48,2.5,48,320,-28.5,25.9,0.88,-37.5,244,-55.0,22.1,0.71,-66.5,165,21.5,32.1,1.19,-12.0
BTCUSDm,02-04,RETEST48,3.0,24,319,-55.0,18.2,0.76,-58.0,241,-69.0,17.0,0.64,-70.0,164,17.0,25.6,1.16,-13.0
BTCUSDm,02-04,RETEST48,3.0,48,319,-43.0,21.3,0.83,-47.0,241,-64.0,18.3,0.67,-68.0,164,25.0,28.7,1.22,-16.0
BTCUSDm,02-04,VWAP,2.0,24,354,35.0,36.2,1.16,-29.0,212,35.0,38.7,1.27,-15.0,217,-11.0,30.9,0.92,-27.0
BTCUSDm,02-04,VWAP,2.0,48,354,30.0,36.2,1.13,-30.0,212,37.0,39.2,1.29,-15.0,217,-13.0,31.3,0.91,-29.0
BTCUSDm,02-04,VWAP,2.5,24,349,44.0,30.9,1.19,-27.0,210,28.5,31.9,1.21,-15.0,213,10.0,29.1,1.07,-16.0
BTCUSDm,02-04,VWAP,2.5,48,349,46.5,32.4,1.2,-28.0,210,35.0,33.3,1.25,-15.0,213,7.5,29.6,1.05,-17.0
BTCUSDm,02-04,VWAP,3.0,24,347,46.0,26.5,1.2,-29.0,209,39.0,28.7,1.28,-15.0,208,9.0,25.0,1.06,-19.0
BTCUSDm,02-04,VWAP,3.0,48,347,51.0,28.5,1.21,-31.0,209,51.0,31.1,1.35,-15.0,208,8.0,26.0,1.05,-21.0
