activo,franja,estrat,tp,ttl,P1_n,P1_pnl,P1_win,P1_PF,P1_DD,P2_n,P2_pnl,P2_win,P2_PF,P2_DD,P3_n,P3_pnl,P3_win,P3_PF,P3_DD
BTCUSDm,16-18,VWAP,3.0,48,174,32.0,29.3,1.26,-15.0,113,9.0,26.5,1.11,-22.0,78,11.0,28.2,1.2,-10.0
BTCUSDm,16-18,RSI2,2.0,24,455,-18.0,31.9,0.94,-54.0,281,32.0,37.0,1.18,-22.0,220,34.0,38.2,1.25,-15.0
BTCUSDm,16-18,RSI2,2.0,48,455,-17.0,32.1,0.94,-55.0,281,31.0,37.0,1.18,-22.0,220,35.0,38.6,1.26,-15.0
BTCUSDm,16-18,RSI2,2.5,24,449,-29.0,26.3,0.91,-57.5,276,9.0,29.0,1.05,-24.0,217,34.0,32.3,1.24,-14.5
BTCUSDm,16-18,RSI2,2.5,48,449,-22.0,27.2,0.93,-55.5,276,4.0,29.0,1.02,-28.5,217,32.5,32.7,1.22,-14.5
BTCUSDm,16-18,RSI2,3.0,24,446,-10.0,23.8,0.97,-50.0,274,2.0,24.1,1.01,-31.0,214,13.0,24.8,1.09,-15.0
BTCUSDm,16-18,RSI2,3.0,48,446,-2.0,24.9,0.99,-48.0,274,7.0,25.5,1.03,-30.0,214,21.0,27.1,1.14,-17.0
BTCUSDm,18-20,BREAK24,2.0,24,501,-24.0,31.5,0.93,-57.0,257,-43.0,27.2,0.77,-49.0,178,-31.0,27.5,0.76,-46.0
BTCUSDm,18-20,BREAK24,2.0,48,501,-21.0,31.9,0.94,-55.0,257,-47.0,27.2,0.75,-53.0,178,-31.0,27.5,0.76,-46.0
BTCUSDm,18-20,BREAK24,2.5,24,477,-25.0,26.8,0.93,-55.0,251,-43.0,23.1,0.77,-56.0,172,-31.0,23.3,0.76,-47.5
BTCUSDm,18-20,BREAK24,2.5,48,477,-22.0,27.3,0.94,-56.0,251,-47.0,23.1,0.76,-60.0,172,-32.0,23.3,0.76,-47.5
BTCUSDm,18-20,BREAK24,3.0,24,461,-24.0,23.4,0.93,-59.0,244,-39.0,20.5,0.79,-59.0,170,-54.0,15.9,0.6,-59.0
BTCUSDm,18-20,BREAK24,3.0,48,461,-21.0,23.9,0.94,-60.0,244,-43.0,20.5,0.78,-62.0,170,-49.0,17.6,0.65,-57.0
BTCUSDm,18-20,BREAK48,2.0,24,315,-4.0,32.7,0.98,-26.0,155,-33.0,25.8,0.71,-39.0,92,-23.0,25.0,0.67,-27.0
BTCUSDm,18-20,BREAK48,2.0,48,315,0.0,33.3,1.0,-26.0,155,-35.0,25.8,0.7,-41.0,92,-23.0,25.0,0.67,-27.0
BTCUSDm,18-20,BREAK48,2.5,24,300,-11.0,27.3,0.95,-34.5,150,-38.5,20.7,0.67,-44.5,88,-14.5,23.9,0.78,-22.0
BTCUSDm,18-20,BREAK48,2.5,48,300,-6.0,28.0,0.97,-34.5,150,-40.5,20.7,0.66,-46.5,88,-14.5,23.9,0.78,-22.0
BTCUSDm,18-20,BREAK48,3.0,24,292,-18.0,23.3,0.92,-39.0,146,-43.0,17.1,0.64,-50.0,88,-25.0,17.0,0.64,-32.0
BTCUSDm,18-20,BREAK48,3.0,48,292,-12.0,24.0,0.95,-39.0,146,-45.0,17.1,0.62,-52.0,88,-20.0,19.3,0.72,-27.0
BTCUSDm,18-20,MOMEMA,2.0,24,1065,69.0,35.2,1.1,-38.0,612,6.0,33.2,1.01,-40.0,521,-99.0,26.7,0.74,-119.0
BTCUSDm,18-20,MOMEMA,2.0,48,1065,70.0,35.5,1.1,-41.0,612,4.0,33.5,1.01,-42.0,521,-99.0,26.9,0.74,-118.0
BTCUSDm,18-20,MOMEMA,2.5,24,993,46.0,29.2,1.07,-49.5,572,-27.5,26.4,0.93,-68.0,495,-105.0,21.8,0.72,-129.0
BTCUSDm,18-20,MOMEMA,2.5,48,993,55.5,30.1,1.08,-52.5,572,-27.5,27.1,0.93,-74.5,495,-104.5,22.4,0.73,-127.5
BTCUSDm,18-20,MOMEMA,3.0,24,948,37.0,25.0,1.05,-53.0,544,-21.0,22.6,0.95,-69.0,482,-127.0,17.4,0.66,-148.0
BTCUSDm,18-20,MOMEMA,3.0,48,948,75.0,26.9,1.11,-53.0,544,-20.0,23.7,0.95,-71.0,482,-123.0,18.3,0.68,-144.0
BTCUSDm,18-20,EMACROSS,2.0,24,128,10.0,35.9,1.12,-11.0,82,12.0,37.8,1.24,-11.0,59,-5.0,30.5,0.88,-13.0
BTCUSDm,18-20,EMACROSS,2.0,48,128,10.0,35.9,1.12,-11.0,82,14.0,39.0,1.28,-11.0,59,-5.0,30.5,0.88,-13.0
BTCUSDm,18-20,EMACROSS,2.5,24,128,2.5,28.9,1.03,-19.5,82,0.5,28.0,1.01,-15.0,59,-9.0,23.7,0.8,-15.5
BTCUSDm,18-20,EMACROSS,2.5,48,128,5.0,29.7,1.06,-17.0,82,5.5,30.5,1.1,-14.0,59,-6.5,25.4,0.85,-15.5
BTCUSDm,18-20,EMACROSS,3.0,24,128,-6.0,23.4,0.94,-26.0,82,-7.0,22.0,0.89,-15.0,59,-17.0,15.3,0.61,-19.0
BTCUSDm,18-20,EMACROSS,3.0,48,128,-4.0,24.2,0.96,-24.0,82,-5.0,23.2,0.92,-15.0,59,-14.0,18.6,0.7,-16.0
BTCUSDm,18-20,RETEST24,2.0,24,534,-7.0,32.8,0.98,-45.0,302,13.0,34.4,1.07,-16.0,234,14.0,34.6,1.09,-22.0
BTCUSDm,18-20,RETEST24,2.0,48,534,-6.0,33.0,0.98,-45.0,302,13.0,34.8,1.07,-18.0,234,13.0,35.0,1.09,-24.0
BTCUSDm,18-20,RETEST24,2.5,24,528,-8.0,27.7,0.98,-48.5,300,21.0,30.0,1.1,-15.0,233,-1.5,27.0,0.99,-23.0
BTCUSDm,18-20,RETEST24,2.5,48,528,5.0,28.8,1.01,-45.0,300,25.5,31.0,1.12,-15.0,233,-4.5,27.9,0.97,-20.0
BTCUSDm,18-20,RETEST24,3.0,24,523,-26.0,22.9,0.93,-58.0,296,10.0,24.7,1.05,-20.0,230,-13.0,21.3,0.92,-26.0
BTCUSDm,18-20,RETEST24,3.0,48,523,-10.0,24.3,0.97,-50.0,296,23.0,26.7,1.11,-22.0,230,8.0,25.7,1.05,-16.0
BTCUSDm,18-20,RETEST48,2.0,24,331,-6.0,32.6,0.97,-40.0,190,5.0,33.7,1.04,-15.0,129,17.0,37.2,1.22,-10.0
BTCUSDm,18-20,RETEST48,2.0,48,331,-7.0,32.6,0.97,-40.0,190,5.0,34.2,1.04,-17.0,129,15.0,37.2,1.19,-10.0
BTCUSDm,18-20,RETEST48,2.5,24,330,-3.0,27.9,0.99,-41.0,190,0.5,27.9,1.0,-16.0,129,4.0,27.9,1.05,-12.5
BTCUSDm,18-20,RETEST48,2.5,48,330,3.5,28.8,1.01,-36.5,190,2.5,28.9,1.02,-15.5,129,4.0,29.5,1.04,-12.5
BTCUSDm,18-20,RETEST48,3.0,24,330,-6.0,23.9,0.98,-44.0,190,-8.0,22.6,0.94,-18.0,129,0.0,22.5,1.0,-15.0
BTCUSDm,18-20,RETEST48,3.0,48,330,5.0,25.2,1.02,-35.0,190,3.0,25.3,1.02,-15.0,129,15.0,27.9,1.16,-12.0
BTCUSDm,18-20,VWAP,2.0,24,121,17.0,38.0,1.23,-11.0,77,13.0,39.0,1.28,-8.0,58,11.0,37.9,1.33,-6.0
BTCUSDm,18-20,VWAP,2.0,48,121,17.0,38.0,1.23,-11.0,77,13.0,39.0,1.28,-8.0,58,9.0,37.9,1.26,-7.0
BTCUSDm,18-20,VWAP,2.5,24,120,17.5,32.5,1.22,-18.5,77,24.5,37.7,1.51,-10.0,57,6.5,29.8,1.18,-7.5
BTCUSDm,18-20,VWAP,2.5,48,120,16.5,32.5,1.2,-18.5,77,24.5,37.7,1.51,-10.0,57,8.0,31.6,1.22,-8.5
BTCUSDm,18-20,VWAP,3.0,24,120,23.0,29.2,1.28,-21.0,76,33.0,35.5,1.69,-10.0,55,-2.0,21.8,0.95,-8.0
BTCUSDm,18-20,VWAP,3.0,48,120,28.0,30.8,1.34,-21.0,76,32.0,35.5,1.65,-11.0,55,0.0,23.6,1.0,-8.0
BTCUSDm,18-20,RSI2,2.0,24,506,-9.0,32.4,0.97,-54.0,261,19.0,35.6,1.11,-26.0,185,14.0,35.1,1.12,-13.0
BTCUSDm,18-20,RSI2,2.0,48,506,-1.0,33.2,1.0,-51.0,261,21.0,36.0,1.13,-26.0,185,17.0,36.2,1.15,-13.0
BTCUSDm,18-20,RSI2,2.5,24,498,-22.5,26.7,0.94,-63.5,257,14.5,30.0,1.08,-25.5,184,22.5,31.0,1.19,-12.5
BTCUSDm,18-20,RSI2,2.5,48,498,-13.0,27.7,0.96,-61.0,257,19.5,30.7,1.11,-25.5,184,34.0,33.7,1.28,-13.0
BTCUSDm,18-20,RSI2,3.0,24,487,-45.0,21.6,0.88,-66.0,254,24.0,26.8,1.13,-28.0,182,16.0,25.3,1.13,-15.0
BTCUSDm,18-20,RSI2,3.0,48,487,-29.0,23.2,0.92,-59.0,254,27.0,27.6,1.15,-28.0,182,32.0,29.1,1.25,-15.0
BTCUSDm,20-22,BREAK24,2.0,24,470,-15.0,32.1,0.95,-39.0,253,-13.0,31.6,0.92,-26.0,211,-13.0,31.3,0.91,-21.0
BTCUSDm,20-22,BREAK24,2.0,48,470,-16.0,32.1,0.95,-39.0,253,-13.0,31.6,0.92,-26.0,211,-13.0,31.3,0.91,-21.0
BTCUSDm,20-22,BREAK24,2.5,24,452,-31.0,26.1,0.9,-46.5,246,-12.0,26.8,0.93,-24.5,203,5.5,29.1,1.04,-16.5
BTCUSDm,20-22,BREAK24,2.5,48,452,-26.5,26.8,0.92,-43.5,246,-11.5,27.2,0.94,-24.5,203,3.5,29.1,1.02,-17.5
BTCUSDm,20-22,BREAK24,3.0,24,443,-63.0,20.5,0.81,-65.0,239,9.0,25.1,1.05,-25.0,199,2.0,24.6,1.01,-17.0
BTCUSDm,20-22,BREAK24,3.0,48,443,-41.0,22.6,0.88,-46.0,239,17.0,26.8,1.1,-26.0,199,1.0,25.1,1.01,-20.0
BTCUSDm,20-22,BREAK48,2.0,24,310,-24.0,30.6,0.89,-37.0,147,-3.0,32.7,0.97,-17.0,111,-9.0,30.6,0.88,-16.0
BTCUSDm,20-22,BREAK48,2.0,48,310,-25.0,30.6,0.88,-37.0,147,-3.0,32.7,0.97,-17.0,111,-9.0,30.6,0.88,-16.0
BTCUSDm,20-22,BREAK48,2.5,24,295,-32.0,25.1,0.85,-36.0,142,-4.5,27.5,0.96,-21.5,109,-6.5,26.6,0.92,-16.5
BTCUSDm,20-22,BREAK48,2.5,48,295,-29.0,25.8,0.87,-32.0,142,-2.0,28.2,0.98,-19.0,109,-7.5,26.6,0.91,-16.5
BTCUSDm,20-22,BREAK48,3.0,24,288,-48.0,20.1,0.78,-52.0,139,8.0,25.9,1.08,-21.0,107,-1.0,24.3,0.99,-17.0
BTCUSDm,20-22,BREAK48,3.0,48,288,-36.0,21.9,0.84,-45.0,139,13.0,27.3,1.13,-17.0,107,-3.0,24.3,0.96,-17.0
BTCUSDm,20-22,MOMEMA,2.0,24,1038,75.0,35.5,1.11,-20.0,626,12.0,33.5,1.03,-35.0,519,-28.0,31.2,0.92,-54.0
BTCUSDm,20-22,MOMEMA,2.0,48,1038,75.0,35.7,1.11,-21.0,626,16.0,34.2,1.04,-34.0,519,-24.0,31.8,0.93,-56.0
BTCUSDm,20-22,MOMEMA,2.5,24,977,9.0,28.2,1.01,-36.5,584,14.0,28.8,1.03,-31.0,487,-9.5,27.3,0.97,-42.5
BTCUSDm,20-22,MOMEMA,2.5,48,977,22.5,29.2,1.03,-35.0,584,8.5,28.9,1.02,-33.0,487,-11.0,27.9,0.97,-47.5
BTCUSDm,20-22,MOMEMA,3.0,24,945,16.0,24.6,1.02,-34.0,565,42.0,26.0,1.11,-20.0,472,16.0,25.2,1.05,-35.0
BTCUSDm,20-22,MOMEMA,3.0,48,945,41.0,26.0,1.06,-32.0,565,41.0,26.5,1.1,-21.0,472,12.0,25.6,1.03,-40.0
BTCUSDm,20-22,EMACROSS,2.0,24,148,4.0,33.8,1.04,-15.0,89,-10.0,29.2,0.84,-22.0,73,-6.0,30.1,0.88,-18.0
BTCUSDm,20-22,EMACROSS,2.0,48,148,5.0,34.5,1.05,-16.0,89,-10.0,29.2,0.84,-22.0,73,-4.0,31.5,0.92,-18.0
BTCUSDm,20-22,EMACROSS,2.5,24,148,-3.0,27.0,0.97,-18.0,89,-4.0,27.0,0.94,-18.0,73,-1.0,27.4,0.98,-17.0
BTCUSDm,20-22,EMACROSS,2.5,48,148,-1.0,28.4,0.99,-15.0,89,-4.0,27.0,0.94,-18.0,73,0.5,28.8,1.01,-17.0
BTCUSDm,20-22,EMACROSS,3.0,24,148,6.0,25.0,1.06,-15.0,89,-3.0,23.6,0.95,-22.0,73,2.0,24.7,1.04,-16.0
BTCUSDm,20-22,EMACROSS,3.0,48,148,9.0,26.4,1.08,-15.0,89,-4.0,23.6,0.94,-23.0,73,3.0,26.0,1.06,-16.0
BTCUSDm,20-22,RETEST24,2.0,24,506,-38.0,30.4,0.89,-52.0,295,53.0,38.6,1.3,-19.0,250,50.0,40.0,1.33,-21.0
BTCUSDm,20-22,RETEST24,2.0,48,506,-31.0,31.2,0.91,-48.0,295,56.0,39.7,1.31,-19.0,250,50.0,40.0,1.33,-21.0
BTCUSDm,20-22,RETEST24,2.5,24,499,-15.0,26.9,0.96,-34.0,289,38.0,31.1,1.2,-20.0,248,47.0,33.9,1.29,-24.5
BTCUSDm,20-22,RETEST24,2.5,48,499,2.5,28.7,1.01,-32.0,289,49.0,33.2,1.26,-20.0,248,46.0,33.9,1.28,-24.5
BTCUSDm,20-22,RETEST24,3.0,24,492,-43.0,21.3,0.88,-64.0,287,22.0,25.1,1.11,-25.0,242,35.0,27.7,1.21,-26.0
BTCUSDm,20-22,RETEST24,3.0,48,492,-4.0,24.6,0.99,-45.0,287,31.0,27.2,1.15,-24.0,242,46.0,29.8,1.27,-24.0
BTCUSDm,20-22,RETEST48,2.0,24,321,15.0,34.3,1.07,-19.0,181,42.0,40.3,1.4,-12.0,131,35.0,42.0,1.47,-16.0
BTCUSDm,20-22,RETEST48,2.0,48,321,24.0,35.8,1.12,-20.0,181,44.0,41.4,1.42,-13.0,131,34.0,42.0,1.45,-16.0
BTCUSDm,20-22,RETEST48,2.5,24,317,32.0,30.3,1.15,-23.0,178,34.0,32.6,1.31,-11.5,131,34.5,35.9,1.42,-14.5
BTCUSDm,20-22,RETEST48,2.5,48,317,48.0,32.8,1.23,-21.5,178,44.5,35.4,1.39,-11.5,131,33.5,35.9,1.4,-14.5
BTCUSDm,20-22,RETEST48,3.0,24,316,6.0,23.4,1.03,-21.0,177,7.0,23.7,1.06,-15.0,131,22.0,28.2,1.25,-16.0
BTCUSDm,20-22,RETEST48,3.0,48,316,43.0,28.2,1.19,-15.0,177,13.0,26.0,1.1,-16.0,131,29.0,30.5,1.32,-17.0
BTCUSDm,20-22,VWAP,2.0,24,158,-21.0,28.5,0.81,-30.0,88,-1.0,33.0,0.98,-12.0,59,7.0,37.3,1.19,-8.0
BTCUSDm,20-22,VWAP,2.0,48,158,-20.0,29.1,0.82,-30.0,88,-1.0,33.0,0.98,-12.0,59,7.0,37.3,1.19,-8.0
BTCUSDm,20-22,VWAP,2.5,24,153,-20.5,24.2,0.82,-31.0,86,1.5,29.1,1.02,-16.0,56,-7.0,25.0,0.83,-13.0
BTCUSDm,20-22,VWAP,2.5,48,153,-20.0,24.8,0.83,-31.5,86,1.5,29.1,1.02,-16.0,56,-7.0,25.0,0.83,-13.0
BTCUSDm,20-22,VWAP,3.0,24,150,-35.0,18.0,0.7,-40.0,85,-4.0,23.5,0.94,-18.0,56,-11.0,19.6,0.75,-14.0
BTCUSDm,20-22,VWAP,3.0,48,150,-30.0,20.0,0.75,-34.0,85,-5.0,23.5,0.92,-18.0,56,-8.0,21.4,0.82,-14.0
BTCUSDm,20-22,RSI2,2.0,24,480,3.0,33.3,1.01,-32.0,263,14.0,35.0,1.08,-28.0,226,69.0,43.4,1.54,-7.0
BTCUSDm,20-22,RSI2,2.0,48,480,3.0,33.5,1.01,-34.0,263,16.0,35.4,1.09,-28.0,226,68.0,43.4,1.53,-7.0
BTCUSDm,20-22,RSI2,2.5,24,474,14.5,28.9,1.04,-27.0,259,25.0,30.9,1.14,-26.5,222,79.0,37.8,1.6,-7.0
BTCUSDm,20-22,RSI2,2.5,48,474,20.5,29.7,1.06,-30.0,259,29.0,31.7,1.16,-24.0,222,93.0,40.5,1.7,-7.0
BTCUSDm,20-22,RSI2,3.0,24,473,8.0,24.3,1.02,-33.0,256,12.0,25.0,1.07,-31.0,221,91.0,33.9,1.68,-9.0
BTCUSDm,20-22,RSI2,3.0,48,473,21.0,26.0,1.06,-31.0,256,22.0,27.0,1.12,-25.0,221,111.0,37.6,1.8,-9.0
BTCUSDm,22-24,BREAK24,2.0,24,493,-5.0,32.9,0.98,-50.0,244,-11.0,31.6,0.93,-29.0,216,-9.0,31.5,0.94,-22.0
BTCUSDm,22-24,BREAK24,2.0,48,493,-4.0,33.1,0.99,-49.0,244,-13.0,31.6,0.92,-30.0,216,-11.0,31.5,0.93,-23.0
BTCUSDm,22-24,BREAK24,2.5,24,476,-18.0,27.3,0.95,-58.5,235,-8.0,27.2,0.95,-28.5,211,-13.5,26.1,0.91,-34.0
BTCUSDm,22-24,BREAK24,2.5,48,476,-20.0,27.3,0.94,-60.5,235,-11.0,27.2,0.94,-29.5,211,-14.0,26.5,0.91,-33.5
BTCUSDm,22-24,BREAK24,3.0,24,464,4.0,24.8,1.01,-58.0,228,-8.0,23.7,0.95,-27.0,209,-2.0,23.9,0.99,-26.0
BTCUSDm,22-24,BREAK24,3.0,48,464,6.0,25.2,1.02,-58.0,228,-12.0,23.7,0.93,-28.0,209,-7.0,23.9,0.96,-29.0
BTCUSDm,22-24,BREAK48,2.0,24,317,-8.0,32.5,0.96,-53.0,144,-9.0,31.2,0.91,-20.0,153,-19.0,28.8,0.82,-33.0
BTCUSDm,22-24,BREAK48,2.0,48,317,-8.0,32.5,0.96,-53.0,144,-9.0,31.2,0.91,-20.0,153,-20.0,28.8,0.81,-34.0
BTCUSDm,22-24,BREAK48,2.5,24,308,-7.0,27.9,0.97,-43.5,140,-7.0,27.1,0.93,-18.0,151,-25.5,23.2,0.77,-38.5
BTCUSDm,22-24,BREAK48,2.5,48,308,-7.0,27.9,0.97,-43.5,140,-7.0,27.1,0.93,-18.0,151,-24.0,23.8,0.79,-37.0
BTCUSDm,22-24,BREAK48,3.0,24,297,10.0,25.6,1.05,-40.0,136,-16.0,22.1,0.85,-29.0,150,-21.0,20.7,0.82,-33.0
BTCUSDm,22-24,BREAK48,3.0,48,297,16.0,26.3,1.07,-37.0,136,-16.0,22.1,0.85,-29.0,150,-24.0,20.7,0.79,-35.0
BTCUSDm,22-24,MOMEMA,2.0,24,1053,76.0,35.4,1.11,-51.0,627,-26.0,31.7,0.94,-47.0,575,-10.0,32.5,0.97,-34.0
BTCUSDm,22-24,MOMEMA,2.0,48,1053,81.0,35.9,1.12,-50.0,627,-26.0,31.9,0.94,-48.0,575,-14.0,32.5,0.96,-37.0
BTCUSDm,22-24,MOMEMA,2.5,24,981,79.0,30.4,1.12,-50.0,597,-43.5,26.0,0.9,-46.0,552,-22.0,27.2,0.94,-54.5
BTCUSDm,22-24,MOMEMA,2.5,48,981,86.5,31.1,1.13,-45.5,597,-43.0,26.5,0.9,-48.0,552,-27.0,27.2,0.93,-55.5
BTCUSDm,22-24,MOMEMA,3.0,24,938,67.0,26.1,1.1,-43.0,582,-68.0,21.3,0.85,-71.0,528,8.0,24.8,1.02,-38.0
BTCUSDm,22-24,MOMEMA,3.0,48,938,80.0,27.1,1.12,-35.0,582,-58.0,22.3,0.87,-63.0,528,10.0,25.4,1.03,-35.0
BTCUSDm,22-24,EMACROSS,2.0,24,154,-5.0,31.8,0.95,-22.0,89,1.0,33.7,1.02,-11.0,86,4.0,34.9,1.07,-8.0
BTCUSDm,22-24,EMACROSS,2.0,48,154,-1.0,33.1,0.99,-20.0,89,1.0,33.7,1.02,-11.0,86,4.0,34.9,1.07,-8.0
BTCUSDm,22-24,EMACROSS,2.5,24,154,-7.5,26.6,0.93,-21.5,89,6.5,30.3,1.11,-8.5,86,-2.0,27.9,0.97,-9.0
BTCUSDm,22-24,EMACROSS,2.5,48,154,-7.0,27.3,0.94,-19.0,89,5.5,30.3,1.09,-8.5,86,-2.0,27.9,0.97,-9.0
BTCUSDm,22-24,EMACROSS,3.0,24,154,-15.0,22.1,0.87,-25.0,89,12.0,28.1,1.19,-11.0,86,-6.0,23.3,0.91,-15.0
BTCUSDm,22-24,EMACROSS,3.0,48,154,-14.0,22.7,0.88,-22.0,89,11.0,28.1,1.17,-12.0,86,-6.0,23.3,0.91,-15.0
BTCUSDm,22-24,RETEST24,2.0,24,501,-19.0,31.9,0.94,-61.0,278,5.0,33.8,1.03,-37.0,265,11.0,34.3,1.06,-22.0
BTCUSDm,22-24,RETEST24,2.0,48,501,-20.0,31.9,0.94,-61.0,278,7.0,34.2,1.04,-37.0,265,15.0,35.1,1.09,-22.0
BTCUSDm,22-24,RETEST24,2.5,24,492,-60.5,24.6,0.83,-75.5,274,16.0,29.9,1.08,-39.5,262,11.5,29.4,1.06,-22.0
BTCUSDm,22-24,RETEST24,2.5,48,492,-53.5,25.4,0.85,-72.5,274,21.0,30.7,1.11,-37.0,262,13.0,29.8,1.07,-22.0
BTCUSDm,22-24,RETEST24,3.0,24,485,-82.0,19.8,0.78,-95.0,270,9.0,25.2,1.05,-43.0,256,2.0,24.2,1.01,-28.0
BTCUSDm,22-24,RETEST24,3.0,48,485,-69.0,21.2,0.82,-87.0,270,13.0,25.9,1.07,-39.0,256,3.0,25.0,1.02,-30.0
BTCUSDm,22-24,RETEST48,2.0,24,312,14.0,34.6,1.07,-42.0,151,23.0,38.4,1.25,-18.0,184,1.0,33.2,1.01,-20.0
BTCUSDm,22-24,RETEST48,2.0,48,312,13.0,34.6,1.06,-42.0,151,23.0,38.4,1.25,-18.0,184,3.0,33.7,1.02,-20.0
BTCUSDm,22-24,RETEST48,2.5,24,309,-5.5,27.5,0.97,-52.5,150,30.5,34.0,1.31,-19.5,182,-5.0,27.5,0.96,-26.0
BTCUSDm,22-24,RETEST48,2.5,48,309,0.0,28.5,1.0,-48.5,150,35.5,35.3,1.37,-17.0,182,-5.0,27.5,0.96,-26.0
BTCUSDm,22-24,RETEST48,3.0,24,307,-21.0,22.1,0.91,-62.0,148,18.0,27.0,1.18,-19.0,182,-8.0,23.1,0.94,-26.0
BTCUSDm,22-24,RETEST48,3.0,48,307,-14.0,23.5,0.94,-54.0,148,22.0,28.4,1.21,-16.0,182,-7.0,23.6,0.95,-27.0
BTCUSDm,22-24,VWAP,2.0,24,127,17.0,37.8,1.22,-7.0,77,-11.0,28.6,0.8,-18.0,62,10.0,38.7,1.26,-9.0
BTCUSDm,22-24,VWAP,2.0,48,127,17.0,37.8,1.22,-7.0,77,-11.0,28.6,0.8,-18.0,62,10.0,38.7,1.26,-9.0
BTCUSDm,22-24,VWAP,2.5,24,125,21.5,32.8,1.27,-7.0,77,-3.5,27.3,0.94,-16.5,62,15.0,35.5,1.38,-9.5
BTCUSDm,22-24,VWAP,2.5,48,125,22.0,33.6,1.27,-7.0,77,-3.5,27.3,0.94,-16.5,62,15.0,35.5,1.38,-9.5
BTCUSDm,22-24,VWAP,3.0,24,126,17.0,27.0,1.2,-9.0,77,3.0,26.0,1.05,-19.0,62,18.0,32.3,1.43,-7.0
BTCUSDm,22-24,VWAP,3.0,48,126,19.0,28.6,1.21,-9.0,77,3.0,26.0,1.05,-19.0,62,18.0,32.3,1.43,-7.0
BTCUSDm,22-24,RSI2,2.0,24,501,-21.0,31.7,0.94,-51.0,255,0.0,33.3,1.0,-24.0,223,10.0,34.5,1.07,-21.0
BTCUSDm,22-24,RSI2,2.0,48,501,-24.0,31.7,0.93,-52.0,255,0.0,33.3,1.0,-24.0,223,12.0,35.0,1.08,-21.0
BTCUSDm,22-24,RSI2,2.5,24,495,-28.5,26.5,0.92,-55.0,251,-4.0,27.9,0.98,-22.0,217,-0.5,28.1,1.0,-27.0
BTCUSDm,22-24,RSI2,2.5,48,495,-28.5,26.9,0.92,-56.0,251,-2.5,28.3,0.99,-22.0,217,2.0,28.6,1.01,-27.0
BTCUSDm,22-24,RSI2,3.0,24,492,-24.0,23.0,0.93,-54.0,247,-5.0,24.3,0.97,-30.0,215,13.0,26.0,1.08,-25.0
BTCUSDm,22-24,RSI2,3.0,48,492,-18.0,24.0,0.95,-48.0,247,-7.0,24.3,0.96,-30.0,215,19.0,27.0,1.12,-22.0
